id,name,now_cost,position,team,clean_sheets_per_90,threat_rank_type,expected_assists_per_90,expected_assists,points_per_game_rank,goals_scored,penalties_missed,creativity_rank_type,transfers_out,value_form,value_season,bonus,starts_per_90,cost_change_start,expected_goals_conceded,cost_change_start_fall,expected_goals_conceded_per_90,red_cards,threat,selected_rank_type,influence,penalties_saved,ep_next,event_points,creativity,ict_index_rank,saves_per_90,creativity_rank,expected_goals,own_goals,status,now_cost_rank_type,saves,yellow_cards,goals_conceded,expected_goal_involvements_per_90,assists,form_rank_type,ict_index_rank_type,chance_of_playing_next_round,influence_rank,penalties_order,ict_index,form,dreamteam_count,expected_goal_involvements,chance_of_playing_this_round,starts,points_per_game,minutes,form_rank,selected_rank,expected_goals_per_90,threat_rank,ep_this,transfers_in,bps,goals_conceded_per_90,selected_by_percent,influence_rank_type,points_per_game_rank_type,clean_sheets,now_cost_rank,total_points
530,Chris Richards,44,DEF,Crystal Palace,0.2,146,0.01,0.05,430,0,0,153,8009,0,3,0,0.81,-1,11.19,1,2.27,0,26,188,92.4,0,0,0,15.3,429,0,434,0.71,0,a,118,0,0,11,0.15,0,237,154,100,389,,13.2,0,0,0.76,100,4,1.4,443,596,510,0.14,405,0,3616,83,2.23,0.1,150,152,1,519,13
590,Joseph Whitworth,40,GKP,Crystal Palace,0,54,0,0,404,0,0,63,13834,0,0.8,0,1,0,2.07,0,1.04,0,0,50,41.8,0,0,0,0,475,2.5,600,0,0,a,59,5,0,5,0,0,72,35,,449,,4.2,0,0,0,,2,1.5,180,501,419,0,568,0,17599,28,2.5,0.1,35,37,0,703,3
601,Kaden Rodney,45,MID,Crystal Palace,0,303,0,0,740,0,0,309,2518,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,735,0,729,0,0,a,263,0,0,0,0,0,274,308,,733,,0,0,0,0,,0,0,0,683,633,0,718,0,2935,0,0,0,307,313,0,453,0
604,Killian Phillips,45,MID,Crystal Palace,0,305,0,0,742,0,0,310,4282,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,737,0,731,0,0,u,265,0,0,0,0,0,276,309,0,736,,0,0,0,0,0,0,0,0,686,604,0,721,0,4646,0,0,0,309,314,0,456,0
634,John-Kymani Gordon,45,FWD,Crystal Palace,0,78,0,0,713,0,0,79,29406,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,703,0,698,0,0,u,76,0,0,0,0,0,70,80,0,699,,0,0,0,0,0,0,0,0,648,457,0,682,0,31769,0,0,0.1,79,80,0,405,0
642,Kofi Balmer,40,DEF,Crystal Palace,0,201,0,0,611,0,0,209,6500,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,597,0,578,0,0,a,196,0,0,0,0,0,166,211,,593,,0,0,0,0,,0,0,0,477,497,0,544,0,9124,0,0,0.1,212,213,0,677,0
644,Owen Goodman,40,GKP,Crystal Palace,0,55,0,0,641,0,0,64,2650,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,627,0,609,0,0,a,60,0,0,0,0,0,73,80,,623,,0,0,0,0,,0,0,0,511,626,0,578,0,3448,0,0,0,80,80,0,713,0
654,Jack Wells-Morrison,45,MID,Crystal Palace,0,298,0,0,735,0,0,304,628,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,729,0,723,0,0,a,257,0,0,0,0,0,269,303,,727,,0,0,0,0,,0,0,0,677,719,0,712,0,819,0,0,0,302,309,0,446,0
676,David Ozoh,45,MID,Crystal Palace,0,304,0,0,514,0,0,234,437,0,0.2,0,0,0,0,0,0,0,0,303,0,0,0,0,0.8,536,0,490,0,0,a,264,0,0,0,0,0,275,244,,735,,0.1,0,0,0,,0,1,1,685,733,0,720,0,625,3,0,0,308,236,0,455,1
725,Naouirou Ahamada,45,MID,Crystal Palace,0,212,0.02,0.02,536,0,0,218,686,0,1.6,0,0,0,1.83,0,1.89,0,14,290,7.4,0,0,1,13.2,486,0,439,0.15,0,a,232,0,1,2,0.18,0,180,218,100,491,,3,0.2,0,0.17,100,0,0.9,87,387,708,0.16,431,0.2,999,20,2.07,0,219,252,0,410,7
766,Tayo Adaramola,40,DEF,Crystal Palace,0,221,0,0,636,0,0,226,12,0,0,0,0,0,0,0,0,0,0,259,0,0,1.4,0,0,622,0,604,0,0,a,218,0,0,0,0,0,186,228,,618,,0,0,0,0,,0,0,0,506,743,0,573,0,195,0,0,0,229,230,0,708,0
110,Neal Maupay,56,FWD,Everton,0.24,27,0.02,0.24,420,1,0,42,262409,0.1,7.3,3,0.9,-9,22.04,9,1.8,0,429,45,85.8,0,1.3,0,109.9,240,0,275,4.91,0,a,33,0,4,19,0.42,0,46,36,,399,,62.2,0.6,1,5.15,,11,1.5,1104,330,270,0.4,79,1.1,206816,86,1.55,0.5,48,53,3,90,41
176,Asmir Begović,38,GKP,Everton,1,7,0,0,1,0,0,17,136679,0,2.4,2,1,-2,1.04,2,1.04,0,0,33,36,0,0.5,0,0,482,4,516,0,0,a,80,4,0,0,0,0,32,36,100,457,,3.6,0,1,0,100,1,9,90,413,215,0,478,0.5,151666,30,0,0.8,36,1,1,763,9
177,Salomón Rondón,49,FWD,Everton,0,59,0.12,0.14,524,0,0,58,123311,0,1.4,0,0.87,-1,2.8,1,2.45,0,41,50,7.4,0,0,0,26.1,461,0,406,0.79,0,u,60,0,0,2,0.81,0,82,61,0,492,,7.3,0,0,0.93,0,1,1,103,719,314,0.69,376,0,104601,12,1.75,0.3,62,66,0,221,7
178,Seamus Coleman,41,DEF,Everton,0.27,80,0.05,0.92,194,1,0,81,177142,0,15.4,5,1.09,-4,33.5,4,1.82,0,95,124,297.8,0,0,0,108.7,273,0,277,0.3,0,i,176,0,1,25,0.07,0,202,93,0,226,,50.4,0,1,1.22,0,20,2.7,1654,527,334,0.02,279,0,194808,314,1.36,0.3,83,67,5,631,63
179,Andros Townsend,54,MID,Everton,0,336,0,0,771,0,0,336,1529,0,0,0,0,-1,0,1,0,0,0,280,0,0,0,0,0,771,0,771,0,0,i,62,0,0,0,0,0,331,336,0,771,2,0,0,0,0,0,0,0,0,759,694,0,768,0,1405,0,0,0,336,336,0,118,0
180,Michael Keane,42,DEF,Everton,0.18,55,0.08,0.83,128,1,0,130,90724,0.4,9.3,5,0.92,-3,23.98,3,2.2,0,131,98,242.6,0,2.5,0,42.6,314,0,376,1.29,0,a,156,0,0,22,0.2,2,67,108,100,274,,41.7,1.6,0,2.12,100,10,3.2,983,210,269,0.12,235,2.1,66542,180,2.01,0.5,104,32,2,593,39
181,Dele Alli,53,MID,Everton,0,218,0,0,532,0,0,226,54056,0,0.4,0,0,-2,1.68,2,3.98,0,6,163,0.6,0,0,0,2.2,512,0,470,0,0,u,71,0,0,1,0,0,325,231,0,530,,0.9,0,0,0,0,0,1,38,751,446,0,452,0,7054,5,2.37,0.1,242,250,0,137,2
182,Jordan Pickford,44,GKP,Everton,0.22,66,0.01,0.35,112,0,0,1,956939,1,28.2,10,1,-1,66.41,1,1.79,0,0,11,991.2,1,4.7,5,23,123,3.35,410,0,0,a,22,124,6,57,0.01,1,6,3,100,7,,101.3,4.4,1,0.35,100,37,3.4,3330,38,64,0,621,4.9,991703,666,1.54,6.2,3,23,8,486,124
183,Allan Marques Loureiro,48,MID,Everton,0,319,0,0,753,0,0,322,16411,0,0,0,0,-2,0,2,0,0,0,197,0,0,0,0,0,751,0,746,0,0,u,161,0,0,0,0,0,300,321,0,750,,0,0,0,0,0,0,0,0,715,508,0,739,0,4852,0,0,0.1,321,323,0,270,0
184,André Tavares Gomes,45,MID,Everton,0,260,0,0,687,0,0,268,17699,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,676,0,670,0,0,u,205,0,0,0,0,0,231,266,0,671,,0,0,0,0,0,0,0,0,616,544,0,654,0,1409,0,0,0,263,277,0,358,0
185,Abdoulaye Doucouré,53,MID,Everton,0.24,96,0.09,1.52,157,5,0,94,37139,1.1,14.3,10,1,-2,32.1,2,1.89,1,229,121,315.8,0,5.3,11,261.2,176,0,137,2.61,0,a,73,0,6,27,0.24,2,6,96,100,211,,80.3,6,3,4.13,100,17,3,1527,11,349,0.15,162,6.5,38775,263,1.59,0.2,89,63,4,139,76
186,Alex Iwobi,49,MID,Everton,0.24,63,0.11,4.31,122,2,0,12,570132,0.9,25.7,9,1.01,-6,66.42,6,1.77,0,366,61,682.4,0,5.3,3,917.7,31,0,14,2.56,0,a,131,0,2,56,0.18,8,21,21,100,47,,196.7,4.4,1,6.87,100,38,3.3,3379,40,182,0.07,101,4.9,643995,563,1.49,1.1,20,52,9,231,126
187,Jean-Philippe Gbamin,45,MID,Everton,0,261,0,0,688,0,0,269,5223,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,677,0,671,0,0,u,207,0,0,0,0,0,232,267,0,672,,0,0,0,0,0,0,0,0,617,639,0,655,0,1426,0,0,0,264,278,0,360,0
188,Yerry Mina,43,DEF,Everton,0.15,53,0.02,0.15,17,2,0,150,28032,0.9,7.7,7,1.06,-2,10.3,2,1.56,0,134,110,176.8,0,3.5,8,17.7,351,0,422,1.52,0,a,135,0,2,9,0.25,0,12,125,100,319,,33,4,2,1.67,100,7,4.7,594,51,299,0.23,232,4.5,48284,115,1.36,0.4,127,2,1,555,33
189,Demarai Gray,51,MID,Everton,0.25,21,0.14,3.82,186,4,0,35,267814,0.2,17.8,4,0.97,-4,46.59,4,1.68,0,670,84,410.4,0,1,3,605.2,48,0,43,6.17,0,a,99,0,3,39,0.36,1,134,35,,156,3,168.5,1,0,9.99,,27,2.8,2501,287,255,0.22,36,1.5,224681,284,1.4,0.6,65,73,7,174,91
190,Tom Davies,49,MID,Everton,0.17,144,0.04,0.25,525,0,0,193,6534,0,3.9,0,0.69,-1,12.04,1,2.07,0,98,213,50.4,0,0.1,0,46.2,409,0,373,1.3,0,d,136,0,3,9,0.26,0,308,181,25,437,,19.3,0,0,1.55,25,4,1,524,725,547,0.22,274,0.1,4749,55,1.55,0,191,245,1,236,19
191,Dominic Calvert-Lewin,79,FWD,Everton,0.31,28,0.06,0.72,252,2,0,39,196479,0.3,5.1,2,1.16,-1,23.13,1,1.79,0,409,54,138.4,0,0,0,122.4,226,0,255,5.9,0,i,12,0,3,22,0.52,1,20,35,0,355,1,66.4,2.4,0,6.62,0,15,2.4,1166,136,333,0.46,85,0,167592,89,1.7,0.3,42,32,4,20,40
192,Mason Holgate,42,DEF,Everton,0.36,114,0.03,0.17,309,0,0,111,19397,0,3.8,2,0.89,-3,9.49,3,1.69,1,55,178,90.4,0,0.7,0,71.9,400,0,332,1,0,a,162,0,1,9,0.21,0,122,147,100,391,,21.5,0.2,0,1.17,100,5,2,506,377,474,0.18,337,0.7,9295,81,1.6,0.1,151,111,2,602,16
193,Ben Godfrey,43,DEF,Everton,0.11,128,0.01,0.08,425,0,0,131,17535,0,4.2,0,1.12,-2,18.17,2,2.04,0,46,185,146.8,0,0,0,42.3,392,0,377,1.24,0,i,138,0,2,18,0.15,1,224,144,0,345,,23.6,0,0,1.32,0,10,1.4,801,565,506,0.14,363,0,8179,101,2.02,0.1,142,150,1,561,18
194,Vitalii Mykolenko,41,DEF,Everton,0.24,64,0.03,0.91,269,0,0,20,276623,0.1,18.3,4,1.02,-4,53.67,4,1.82,0,120,88,504.8,0,1,0,307,142,0,115,0.54,0,d,181,0,4,46,0.05,1,102,28,75,113,,93.4,0.6,1,1.45,75,30,2.2,2653,320,250,0.02,247,0.8,295596,449,1.56,0.6,37,97,7,639,75
196,Jarrad Branthwaite,40,DEF,Everton,0,216,0,0,631,0,0,222,1887,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,617,0,598,0,0,u,213,0,0,0,0,0,181,224,0,613,,0,0,0,0,0,0,0,0,499,676,0,566,0,0,0,0,0,225,226,0,701,0
197,Nathan Patterson,39,DEF,Everton,0.14,74,0.05,0.71,386,0,0,77,1443024,0.3,7.9,0,0.99,-1,25.4,1,1.79,0,108,47,231.4,0,0,0,111.9,294,0,270,0.48,0,i,246,0,3,22,0.08,0,86,100,0,281,,45.3,1,0,1.19,0,14,1.6,1274,265,128,0.03,267,0,1278217,173,1.55,2.2,107,136,2,748,31
198,Niels Nkounkou,40,DEF,Everton,0,219,0,0,634,0,0,224,46493,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,620,0,602,0,0,u,216,0,0,0,0,0,184,226,0,616,,0,0,0,0,0,0,0,0,504,396,0,571,0,8908,0,0,0.2,227,228,0,706,0
199,James Tarkowski,41,DEF,Everton,0.24,2,0.05,1.89,179,1,0,44,1063756,0.7,25.9,13,1,-4,67.45,4,1.78,0,435,31,1019.6,0,2,8,184.7,51,0,185,2.97,0,a,175,0,6,57,0.13,1,26,3,,6,,164.2,2.8,1,4.86,,38,2.8,3420,107,83,0.08,77,3.3,1463649,632,1.5,4.4,1,59,9,627,106
475,Conor Coady,47,DEF,Everton,0.3,89,0.02,0.49,132,1,0,119,1112265,0.3,16.4,5,0.99,-3,36.88,3,1.59,0,88,39,392.6,0,0.7,6,59.5,265,0,354,0.84,0,a,48,0,2,28,0.06,1,76,89,100,170,,54,1.4,1,1.33,100,23,3.2,2094,231,111,0.04,291,1.9,974599,397,1.2,3,65,36,7,302,77
531,Rúben Nascimento Vinagre,43,DEF,Everton,0,242,0,0,486,0,0,173,6216,0,0.5,0,0,-2,0.31,2,1.16,0,0,200,7.6,0,0,0,1.4,509,0,478,0,0,i,144,0,0,0,0,0,225,176,0,490,,0.9,0,0,0,0,0,1,24,566,535,0,611,0,2019,9,0,0,173,171,0,570,2
534,Dwight McNeil,52,MID,Everton,0.18,44,0.2,5.45,107,7,0,21,121282,1.2,24.2,14,1.01,-3,51.3,3,1.85,0,462,45,699.4,0,7.3,3,726.6,35,0,28,3.51,0,a,92,0,5,46,0.33,5,5,24,,44,,189.2,6,2,8.96,,28,3.5,2490,10,132,0.13,68,6.5,312911,505,1.66,2,18,46,5,164,126
560,Stanley Mills,43,MID,Everton,0,241,0,0,661,0,0,254,5350,0,0,0,0,-2,0,2,0,0,0,231,0,0,0.5,0,0,649,0,637,0,0,a,314,0,0,0,0,0,208,252,,644,,0,0,0,0,,0,0,0,569,583,0,613,0.5,5197,0,0,0,249,264,0,583,0
561,Lewis Warrington,44,MID,Everton,0,255,0,0,675,0,0,263,20596,0,0,0,0,-1,0,1,0,0,0,192,0,0,0,0,0,664,0,656,0,0,u,294,0,0,0,0,0,225,261,0,659,,0,0,0,0,0,0,0,0,602,500,0,639,0,18771,0,0,0.1,258,272,0,529,0
570,James Garner,45,MID,Everton,0.23,167,0.06,0.5,394,0,0,152,12115,0.4,5.6,0,0.79,0,15.66,0,1.77,0,57,202,90.4,0,2,3,114.6,379,0,268,0.7,0,a,215,0,3,13,0.14,1,84,171,100,392,,26.5,1.8,0,1.2,100,7,1.6,796,187,528,0.08,335,2.3,14065,109,1.47,0,165,168,2,380,25
577,Amadou Onana,47,MID,Everton,0.33,79,0.06,1.66,259,1,0,88,62057,0.4,16.4,2,1.05,-3,47.89,3,1.73,0,280,146,347.2,0,2,3,295.1,145,0,120,2.95,0,a,196,0,9,37,0.17,3,86,88,100,202,,92,1.8,0,4.61,100,29,2.3,2486,191,407,0.11,129,2.3,67708,300,1.34,0.1,82,97,9,323,77
605,Reece Welch,40,DEF,Everton,0,213,0,0,628,0,0,219,6162,0,0,0,0,0,0,0,0,0,0,177,0,0,0.5,0,0,614,0,595,0,0,a,210,0,0,0,0,0,178,221,,610,,0,0,0,0,,0,0,0,496,473,0,563,0.5,6352,0,0,0.1,222,223,0,698,0
611,Idrissa Gueye,47,MID,Everton,0.28,165,0.03,0.83,324,0,0,113,14849,0.3,14,1,1.12,-3,49.99,3,1.75,0,61,187,399.2,0,1.7,3,193.7,230,0,180,0.71,0,a,178,0,7,45,0.05,1,101,111,100,165,,65.3,1.6,0,1.54,100,32,2,2577,217,493,0.02,332,2.1,16978,357,1.57,0.1,68,126,8,298,66
627,Eldin Jakupovic,40,GKP,Everton,0,28,0,0,587,0,0,38,2403,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,574,0,553,0,0,u,33,0,0,0,0,0,49,57,0,570,,0,0,0,0,0,0,0,0,452,667,0,517,0,2455,0,0,0,57,57,0,647,0
637,Kyle John,39,DEF,Everton,0,187,0,0,576,0,0,196,4509,0,0,0,0,-1,0,1,0,0,0,189,0,0,0.5,0,0,563,0,542,0,0,a,245,0,0,0,0,0,151,198,,559,,0,0,0,0,,0,0,0,441,511,0,506,0.5,5767,0,0,0.1,199,199,0,747,0
662,Thomas Cannon,45,FWD,Everton,0,63,0,0,500,0,0,63,5689,0,0.4,0,0,0,0.44,0,1.72,0,21,89,5,0,0,0,11.6,480,0,446,0.09,0,u,77,0,0,1,0.35,0,71,63,0,504,,3.8,0,0,0.09,0,0,1,23,649,663,0.35,415,0,5956,7,3.91,0,63,62,0,406,2
678,Isaac Price,45,MID,Everton,0,287,0.06,0.02,725,0,0,217,673,0,0,0,0,0,0.33,0,0.93,0,0,300,9.6,0,0.5,0,15.6,492,0,433,0,0,a,240,0,1,0,0.06,0,258,220,,487,,2.5,0,0,0.02,,0,0,32,663,724,0,697,0.5,819,3,0,0,218,302,0,425,0
686,Ellis Simms,45,FWD,Everton,0,56,0.06,0.15,412,1,0,53,27449,0,3.8,0,0.82,0,6.4,0,2.63,0,54,61,40.8,0,0.5,1,39.3,430,0,382,0.86,0,a,68,0,0,4,0.41,0,53,56,,451,,13,0.2,0,1.01,,2,1.5,219,386,413,0.35,343,0.7,39867,59,1.64,0.1,56,51,0,373,17
757,Ishé Samuels-Smith,40,DEF,Everton,0,232,0,0,648,0,0,237,144,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,635,0,617,0,0,i,230,0,0,0,0,0,198,239,0,630,,0,0,0,0,0,0,0,0,520,727,0,586,0,211,0,0,0,239,240,0,722,0
760,Andy Lonergan,40,GKP,Everton,0,27,0,0,586,0,0,37,83,0,0,0,0,0,0,0,0,0,0,82,0,0,0.5,0,0,573,0,552,0,0,a,32,0,0,0,0,0,48,56,,569,,0,0,0,0,,0,0,0,451,746,0,516,0.5,180,0,0,0,56,56,0,646,0
768,Sean McAllister,45,MID,Everton,0,285,0,0,722,0,0,293,24,0,0,0,0,0,0,0,0,0,0,313,0,0,1.9,0,0,713,0,708,0,0,a,238,0,0,0,0,0,256,291,,709,,0,0,0,0,,0,0,0,659,747,0,693,0.5,218,0,0,0,288,300,0,420,0
1,Cédric Alves Soares,42,DEF,Fulham,0,160,0.08,0.19,458,0,0,126,29852,0.1,2.4,0,0.81,-3,2.83,3,1.14,0,10,155,56.4,0,0.4,0,51.4,435,0,369,0.06,0,a,152,0,0,3,0.1,0,113,155,100,428,,11.9,0.3,0,0.25,100,2,1.2,223,364,412,0.02,438,0.3,10255,56,1.21,0.1,158,158,0,587,10
2,Bernd Leno,46,GKP,Fulham,0.22,73,0,0,59,0,0,10,466700,1,30.9,17,1,1,62.75,-1,1.74,0,0,18,1115.8,1,4.8,3,10,107,4,451,0,0,a,13,144,3,51,0,0,5,2,,4,,112.7,4.5,2,0,,36,3.9,3240,36,95,0,733,4.5,673415,766,1.42,3.5,2,13,8,327,142
105,Shane Duffy,42,DEF,Fulham,0,165,0,0,541,0,0,182,23200,0,1,0,0,-3,1.56,3,8.26,0,7,162,0.2,0,0,0,0.2,528,0,504,0.16,0,a,154,0,0,4,0.85,0,207,184,100,533,,0.2,0,0,0.16,100,0,0.8,17,534,433,0.85,446,0,5569,12,21.18,0.1,186,180,0,589,4
200,Tom Cairney,47,MID,Fulham,0.09,107,0.14,1.51,397,2,0,104,11579,0.9,11.3,2,0.56,-3,19.69,3,1.83,0,204,189,189.2,0,4.4,2,228.2,239,0,157,1.44,0,a,177,0,2,13,0.27,1,26,113,100,314,,62.4,4,1,2.95,100,6,1.6,968,52,496,0.13,178,4,9130,217,1.21,0.1,131,170,1,297,53
201,Tim Ream,45,DEF,Fulham,0.25,100,0.01,0.27,155,1,0,118,562155,0,21.8,12,1.02,0,54.05,0,1.68,0,76,60,604.2,0,0,0,65.2,198,0,345,0.24,0,i,63,0,2,44,0.02,0,126,54,0,74,,74.8,0.2,2,0.51,0,33,3,2898,384,176,0.01,310,0,662408,560,1.37,1.2,20,48,8,347,98
202,Anthony Knockaert,47,MID,Fulham,0,316,0,0,752,0,0,320,5139,0,0,0,0,-3,0,3,0,0,0,255,0,0,0,0,0,750,0,744,0,0,u,179,0,0,0,0,0,289,320,0,749,,0,0,0,0,0,0,0,0,704,636,0,736,0,1181,0,0,0,320,322,0,299,0
203,Nathaniel Chalobah,44,MID,Fulham,0,210,0,0,552,0,0,236,20660,0,0.2,0,8.18,-1,6.73,1,55.06,1,17,180,4.6,0,0,0,0.6,494,0,492,0.09,0,u,279,0,0,4,0.74,0,211,222,0,506,,2.3,0,0,0.09,0,1,0.2,11,575,483,0.74,428,0,11139,2,32.73,0.1,227,258,0,480,1
204,Neeskens Kebano,54,MID,Fulham,0.36,138,0.1,0.88,250,0,0,121,17271,0.1,7.4,0,1.07,-1,12.37,1,1.47,0,112,199,119.6,0,0.6,0,179.7,316,0,192,0.48,0,a,64,0,0,10,0.16,4,162,142,100,363,4,41.5,0.5,0,1.36,100,9,2.4,758,342,519,0.06,262,0.5,11854,123,1.19,0,148,94,3,120,40
205,Bobby De Cordova-Reid,54,MID,Fulham,0.29,37,0.05,1.49,232,4,0,81,75033,0.2,16.7,3,1.06,-1,46.78,1,1.7,0,508,150,365.2,0,1.2,0,326.6,96,0,110,3.91,0,a,65,0,8,40,0.19,1,136,67,100,192,,119.7,1,0,5.4,100,29,2.5,2473,289,421,0.14,60,1,73739,289,1.46,0.1,80,89,8,121,90
206,Joe Bryan,44,DEF,Fulham,0,244,0,0,663,0,0,246,2861,0,0,0,0,-1,0,1,0,0,0,242,0,0,0,0,0,651,0,640,0,0,u,94,0,0,0,0,0,228,247,0,646,,0,0,0,0,0,0,0,0,576,669,0,618,0,485,0,0,0,247,247,0,481,0
207,Paulo Gazzaniga Farias,40,GKP,Fulham,0,34,0,0,590,0,0,43,419072,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,577,0,558,0,0,u,39,0,0,0,0,0,52,60,0,573,,0,0,0,0,0,0,0,0,455,175,0,523,0,17125,0,0,1.2,60,60,0,653,0
208,Terence Kongolo,39,DEF,Fulham,0,181,0,0,569,0,0,191,57974,0,0,0,0,-1,0,1,0,0,0,141,0,0,0,0,0,555,0,532,0,0,u,238,0,0,0,0,0,144,193,0,551,,0,0,1,0,0,0,0,0,431,372,0,495,0,16604,0,0,0.2,194,194,0,735,0
209,Tosin Adarabioyo,44,DEF,Fulham,0.13,58,0.02,0.47,314,1,0,95,35886,0.4,11.1,1,0.99,-1,43.91,1,1.9,0,128,163,495,0,2,1,89.8,212,0,305,0.71,0,a,96,0,4,39,0.05,0,57,61,,116,,71.4,1.8,0,1.18,,23,2,2084,183,435,0.03,238,1.8,32714,353,1.68,0.1,39,115,3,485,49
210,Aleksandar Mitrović,66,FWD,Fulham,0.31,6,0.06,1.31,22,14,4,23,7782569,0.4,16.2,14,1.03,1,35.7,-1,1.6,0,1141,8,584.8,0,3.6,-1,216.5,32,0,166,15.31,0,a,21,0,7,30,0.75,2,19,9,100,82,1,193.1,2.8,3,16.62,100,23,4.5,2010,117,36,0.69,10,2.8,7802867,324,1.34,12.5,8,7,7,50,107
211,Harrison Reed,43,MID,Fulham,0.28,85,0.06,2.04,165,3,0,50,327439,0.7,24.9,9,1.1,-2,53.81,2,1.69,0,266,65,480.4,0,3.2,1,495.6,90,0,60,1.95,1,a,300,0,5,44,0.12,4,51,62,100,120,,124.2,2.8,2,3.99,100,35,2.9,2868,108,190,0.06,142,2.8,371571,409,1.38,1,54,66,9,551,107
212,Harry Wilson,57,MID,Fulham,0.17,119,0.09,1.03,267,2,0,118,35471,0.7,11.9,2,1.08,-3,21.44,3,1.78,0,173,130,209.2,0,4.6,2,182.1,257,0,189,2.03,0,a,43,0,1,15,0.26,5,23,118,100,297,3,56.4,4.2,0,3.06,100,13,2.3,1085,46,374,0.17,199,4.2,38998,215,1.24,0.2,122,101,2,81,68
213,Marek Rodák,43,GKP,Fulham,0.5,62,0,0,100,0,0,71,27154,0,1.6,0,1,-2,2.12,2,1.06,0,0,47,19,0,0,0,0,498,1,634,0,0,a,29,2,0,2,0,0,77,38,,475,,1.9,0,0,0,,2,3.5,180,560,388,0,608,0,18257,33,1,0.2,38,20,1,552,7
214,Ivan Neves Abreu Cavaleiro,48,MID,Fulham,0,320,0,0,754,0,0,323,9010,0,0,0,0,-2,0,2,0,0,0,245,0,0,0,0,0,752,0,747,0,0,u,164,0,0,0,0,0,301,322,0,751,,0,0,0,0,0,0,0,0,716,610,0,740,0,2084,0,0,0,322,324,0,274,0
215,Kenny Tete,44,DEF,Fulham,0.25,72,0.07,1.9,167,1,0,13,149094,0.7,20.5,1,1.02,-1,46.78,1,1.64,0,110,103,617.8,0,2.2,8,385.6,108,0,87,0.74,0,a,100,0,8,36,0.1,5,23,17,100,69,,111.6,3.2,0,2.64,100,29,2.9,2569,79,283,0.03,263,3.2,163954,484,1.26,0.4,19,55,7,492,90
216,Josh Onomah,43,MID,Fulham,0,238,0,0,485,0,0,235,19362,0,0.5,0,0,-2,0.61,2,3.92,0,0,188,2,0,0,0,0.6,526,0,491,0,0,u,302,0,0,2,0,0,204,238,0,517,,0.3,0,0,0,0,0,1,14,562,495,0,609,0,14661,4,12.86,0.1,233,215,0,557,2
217,Antonee Robinson,44,DEF,Fulham,0.26,113,0.05,1.68,195,0,0,10,108528,0.5,21.1,5,1.02,-1,55.11,1,1.61,0,57,92,553,0,2.6,1,417.6,120,0,77,0.07,0,a,102,0,8,44,0.05,2,39,22,100,96,,102.9,2.3,0,1.75,100,35,2.7,3088,138,261,0,334,2.3,145071,558,1.28,0.5,29,68,9,494,93
218,Rodrigo Muniz Carvalho,54,FWD,Fulham,0,90,0,0,773,0,0,90,14665,0,0,0,0,-1,0,1,0,0,0,76,0,0,0,0,0,773,0,773,0,0,u,44,0,0,0,0,0,87,90,0,773,,0,0,0,0,0,0,0,0,762,578,0,772,0,3387,0,0,0,90,90,0,128,0
219,Jay Stansfield,45,FWD,Fulham,0,58,0.03,0.03,257,0,0,62,417930,0,1.6,0,1.06,0,1.8,0,1.91,0,46,42,8.4,0,0,0,12.8,466,0,444,0.25,0,u,81,0,0,2,0.29,1,74,62,0,489,,6.7,0,0,0.28,0,1,2.3,85,662,233,0.26,367,0,324797,22,2.12,0.7,61,33,0,424,7
220,João Palhinha Gonçalves,49,MID,Fulham,0.26,69,0.01,0.39,246,3,0,140,89506,0.4,16.9,5,1.01,-1,56.38,1,1.63,0,336,117,560.4,0,2,1,141.8,118,0,232,2.93,1,a,132,0,14,43,0.09,0,88,76,100,92,,104.2,1.8,1,3.32,100,35,2.4,3108,194,342,0.08,109,1.8,87593,379,1.25,0.3,42,93,9,232,83
231,Daniel James,59,MID,Fulham,0.11,100,0.08,0.75,347,2,0,150,41437,0.1,7.6,2,0.79,-1,19.98,1,2.24,0,218,137,144.6,0,0.3,1,121.4,286,0,256,2.02,0,d,38,0,0,18,0.31,1,164,128,75,348,,48.1,0.5,0,2.77,75,7,1.9,802,345,385,0.23,166,0.4,40068,152,2.02,0.2,139,145,1,74,45
346,Andreas Hoelgebaum Pereira,43,MID,Fulham,0.27,39,0.14,4.26,77,4,0,10,4611032,0,28.6,9,1.1,-2,47.49,2,1.59,0,495,13,440.6,0,0,0,965,34,0,12,7.16,0,i,301,0,8,40,0.38,10,178,23,0,139,2,189.3,0.2,2,11.42,0,33,3.7,2696,378,44,0.24,63,0,3435282,360,1.34,10.1,59,34,8,554,123
